Geo_FIPS,Geo_QName,Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A14001_001,SE_A14001_002,SE_A14001_003,SE_A14001_004,SE_A14001_005,SE_A14001_006,SE_A14001_007,SE_A14001_008,SE_A14001_009,SE_A14001_010,SE_A14001_011,SE_A14001_012,SE_A14001_013,SE_A14001_014,SE_A14001_015,SE_A14001_016,SE_A14001_017,PCT_SE_A14001_002,PCT_SE_A14001_003,PCT_SE_A14001_004,PCT_SE_A14001_005,PCT_SE_A14001_006,PCT_SE_A14001_007,PCT_SE_A14001_008,PCT_SE_A14001_009,PCT_SE_A14001_010,PCT_SE_A14001_011,PCT_SE_A14001_012,PCT_SE_A14001_013,PCT_SE_A14001_014,PCT_SE_A14001_015,PCT_SE_A14001_016,PCT_SE_A14001_017
"06029003126","Census Tract 31.26, Kern County, California","ACSSF","ca","140","00","0004003",,,,,"06","029",,,"003126",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029003126","Census Tract 31.26",,,,1792,107,54,132,5,129,72,275,0,136,265,337,194,49,19,18,0,5.97,3.01,7.37,0.28,7.2,4.02,15.35,0,7.59,14.79,18.81,10.83,2.73,1.06,1,0
"06029003127","Census Tract 31.27, Kern County, California","ACSSF","ca","140","00","0004004",,,,,"06","029",,,"003127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029003127","Census Tract 31.27",,,,1031,116,29,59,88,42,5,37,21,94,159,110,74,177,20,0,0,11.25,2.81,5.72,8.54,4.07,0.48,3.59,2.04,9.12,15.42,10.67,7.18,17.17,1.94,0,0
"06029003128","Census Tract 31.28, Kern County, California","ACSSF","ca","140","00","0004005",,,,,"06","029",,,"003128",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029003128","Census Tract 31.28",,,,1206,0,45,51,24,70,161,46,129,76,192,70,101,81,90,70,0,0,3.73,4.23,1.99,5.8,13.35,3.81,10.7,6.3,15.92,5.8,8.37,6.72,7.46,5.8,0
"06029003129","Census Tract 31.29, Kern County, California","ACSSF","ca","140","00","0004006",,,,,"06","029",,,"003129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029003129","Census Tract 31.29",,,,1217,67,0,0,23,257,0,110,162,0,57,38,28,170,150,55,100,5.51,0,0,1.89,21.12,0,9.04,13.31,0,4.68,3.12,2.3,13.97,12.33,4.52,8.22
"06029003130","Census Tract 31.30, Kern County, California","ACSSF","ca","140","00","0004007",,,,,"06","029",,,"003130",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029003130","Census Tract 31.30",,,,1461,0,0,0,0,48,0,88,0,115,51,60,0,258,567,145,129,0,0,0,0,3.29,0,6.02,0,7.87,3.49,4.11,0,17.66,38.81,9.92,8.83
"06029003131","Census Tract 31.31, Kern County, California","ACSSF","ca","140","00","0004008",,,,,"06","029",,,"003131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029003131","Census Tract 31.31",,,,967,0,0,39,0,51,32,56,67,14,102,282,140,99,72,13,0,0,0,4.03,0,5.27,3.31,5.79,6.93,1.45,10.55,29.16,14.48,10.24,7.45,1.34,0
"06029003132","Census Tract 31.32, Kern County, California","ACSSF","ca","140","00","0004009",,,,,"06","029",,,"003132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029003132","Census Tract 31.32",,,,1372,32,26,37,162,52,62,35,114,64,52,94,210,136,252,29,15,2.33,1.9,2.7,11.81,3.79,4.52,2.55,8.31,4.66,3.79,6.85,15.31,9.91,18.37,2.11,1.09
"06029003133","Census Tract 31.33, Kern County, California","ACSSF","ca","140","00","0004010",,,,,"06","029",,,"003133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029003133","Census Tract 31.33",,,,883,112,0,0,9,73,13,11,53,38,74,42,168,128,81,34,47,12.68,0,0,1.02,8.27,1.47,1.25,6,4.3,8.38,4.76,19.03,14.5,9.17,3.85,5.32
"06029003134","Census Tract 31.34, Kern County, California","ACSSF","ca","140","00","0004011",,,,,"06","029",,,"003134",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029003134","Census Tract 31.34",,,,884,124,0,0,0,0,53,0,0,0,166,177,114,205,0,0,45,14.03,0,0,0,0,6,0,0,0,18.78,20.02,12.9,23.19,0,0,5.09
"06029003135","Census Tract 31.35, Kern County, California","ACSSF","ca","140","00","0004012",,,,,"06","029",,,"003135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029003135","Census Tract 31.35",,,,1241,30,0,27,0,148,0,0,0,103,62,82,92,309,106,177,105,2.42,0,2.18,0,11.93,0,0,0,8.3,5,6.61,7.41,24.9,8.54,14.26,8.46
"06029003136","Census Tract 31.36, Kern County, California","ACSSF","ca","140","00","0004013",,,,,"06","029",,,"003136",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029003136","Census Tract 31.36",,,,478,10,62,0,13,63,16,12,22,6,94,38,7,63,0,44,28,2.09,12.97,0,2.72,13.18,3.35,2.51,4.6,1.26,19.67,7.95,1.46,13.18,0,9.21,5.86
"06029003137","Census Tract 31.37, Kern County, California","ACSSF","ca","140","00","0004014",,,,,"06","029",,,"003137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029003137","Census Tract 31.37",,,,893,34,81,52,27,30,29,32,19,79,143,102,92,138,7,28,0,3.81,9.07,5.82,3.02,3.36,3.25,3.58,2.13,8.85,16.01,11.42,10.3,15.45,0.78,3.14,0
"06029003203","Census Tract 32.03, Kern County, California","ACSSF","ca","140","00","0004015",,,,,"06","029",,,"003203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029003203","Census Tract 32.03",,,,746,28,14,16,0,0,69,7,12,4,19,78,145,131,48,148,27,3.75,1.88,2.14,0,0,9.25,0.94,1.61,0.54,2.55,10.46,19.44,17.56,6.43,19.84,3.62
"06029003207","Census Tract 32.07, Kern County, California","ACSSF","ca","140","00","0004016",,,,,"06","029",,,"003207",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029003207","Census Tract 32.07",,,,1019,69,1,72,101,0,61,58,66,10,120,110,135,58,54,73,31,6.77,0.1,7.07,9.91,0,5.99,5.69,6.48,0.98,11.78,10.79,13.25,5.69,5.3,7.16,3.04
"06029003208","Census Tract 32.08, Kern County, California","ACSSF","ca","140","00","0004017",,,,,"06","029",,,"003208",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029003208","Census Tract 32.08",,,,1718,55,16,0,136,0,287,56,38,0,232,223,428,57,79,88,23,3.2,0.93,0,7.92,0,16.71,3.26,2.21,0,13.5,12.98,24.91,3.32,4.6,5.12,1.34
"06029003209","Census Tract 32.09, Kern County, California","ACSSF","ca","140","00","0004018",,,,,"06","029",,,"003209",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029003209","Census Tract 32.09",,,,1039,6,42,43,38,28,20,20,100,7,95,75,77,75,80,145,188,0.58,4.04,4.14,3.66,2.69,1.92,1.92,9.62,0.67,9.14,7.22,7.41,7.22,7.7,13.96,18.09
"06029003210","Census Tract 32.10, Kern County, California","ACSSF","ca","140","00","0004019",,,,,"06","029",,,"003210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029003210","Census Tract 32.10",,,,1626,17,53,0,3,11,7,13,60,7,139,565,220,147,138,114,132,1.05,3.26,0,0.18,0.68,0.43,0.8,3.69,0.43,8.55,34.75,13.53,9.04,8.49,7.01,8.12
"06029003211","Census Tract 32.11, Kern County, California","ACSSF","ca","140","00","0004020",,,,,"06","029",,,"003211",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029003211","Census Tract 32.11",,,,1183,0,21,49,15,35,60,21,82,32,59,18,150,509,14,54,64,0,1.78,4.14,1.27,2.96,5.07,1.78,6.93,2.7,4.99,1.52,12.68,43.03,1.18,4.56,5.41
"06029003212","Census Tract 32.12, Kern County, California","ACSSF","ca","140","00","0004021",,,,,"06","029",,,"003212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029003212","Census Tract 32.12",,,,1823,40,0,0,0,0,27,15,0,0,24,64,305,158,286,199,705,2.19,0,0,0,0,1.48,0.82,0,0,1.32,3.51,16.73,8.67,15.69,10.92,38.67
"06029003213","Census Tract 32.13, Kern County, California","ACSSF","ca","140","00","0004022",,,,,"06","029",,,"003213",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029003213","Census Tract 32.13",,,,467,0,0,0,0,0,0,8,0,0,106,18,49,59,97,39,91,0,0,0,0,0,0,1.71,0,0,22.7,3.85,10.49,12.63,20.77,8.35,19.49
"06029003214","Census Tract 32.14, Kern County, California","ACSSF","ca","140","00","0004023",,,,,"06","029",,,"003214",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029003214","Census Tract 32.14",,,,514,0,0,0,0,18,127,64,0,20,0,35,26,92,105,0,27,0,0,0,0,3.5,24.71,12.45,0,3.89,0,6.81,5.06,17.9,20.43,0,5.25
"06029003215","Census Tract 32.15, Kern County, California","ACSSF","ca","140","00","0004024",,,,,"06","029",,,"003215",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029003215","Census Tract 32.15",,,,1153,26,114,0,83,84,0,17,53,69,20,170,173,236,55,17,36,2.25,9.89,0,7.2,7.29,0,1.47,4.6,5.98,1.73,14.74,15,20.47,4.77,1.47,3.12
"06029003216","Census Tract 32.16, Kern County, California","ACSSF","ca","140","00","0004025",,,,,"06","029",,,"003216",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029003216","Census Tract 32.16",,,,911,27,24,18,0,0,0,38,24,0,23,196,115,155,54,149,88,2.96,2.63,1.98,0,0,0,4.17,2.63,0,2.52,21.51,12.62,17.01,5.93,16.36,9.66
"06029003217","Census Tract 32.17, Kern County, California","ACSSF","ca","140","00","0004026",,,,,"06","029",,,"003217",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029003217","Census Tract 32.17",,,,854,0,0,0,0,51,0,0,57,34,84,36,83,321,84,49,55,0,0,0,0,5.97,0,0,6.67,3.98,9.84,4.22,9.72,37.59,9.84,5.74,6.44
"06029003218","Census Tract 32.18, Kern County, California","ACSSF","ca","140","00","0004027",,,,,"06","029",,,"003218",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029003218","Census Tract 32.18",,,,1538,153,0,0,31,33,18,0,41,36,20,153,327,190,43,355,138,9.95,0,0,2.02,2.15,1.17,0,2.67,2.34,1.3,9.95,21.26,12.35,2.8,23.08,8.97
"06029003219","Census Tract 32.19, Kern County, California","ACSSF","ca","140","00","0004028",,,,,"06","029",,,"003219",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029003219","Census Tract 32.19",,,,1430,5,0,47,0,0,0,0,0,0,63,149,324,376,138,277,51,0.35,0,3.29,0,0,0,0,0,0,4.41,10.42,22.66,26.29,9.65,19.37,3.57
"06029003220","Census Tract 32.20, Kern County, California","ACSSF","ca","140","00","0004029",,,,,"06","029",,,"003220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029003220","Census Tract 32.20",,,,958,0,53,15,0,37,0,0,44,17,29,62,140,82,236,174,69,0,5.53,1.57,0,3.86,0,0,4.59,1.77,3.03,6.47,14.61,8.56,24.63,18.16,7.2
"06029003221","Census Tract 32.21, Kern County, California","ACSSF","ca","140","00","0004030",,,,,"06","029",,,"003221",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029003221","Census Tract 32.21",,,,998,38,0,0,24,0,51,0,0,0,79,50,166,254,89,62,185,3.81,0,0,2.4,0,5.11,0,0,0,7.92,5.01,16.63,25.45,8.92,6.21,18.54
"06029003222","Census Tract 32.22, Kern County, California","ACSSF","ca","140","00","0004031",,,,,"06","029",,,"003222",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029003222","Census Tract 32.22",,,,590,120,11,0,51,30,19,1,5,17,56,20,56,88,17,49,50,20.34,1.86,0,8.64,5.08,3.22,0.17,0.85,2.88,9.49,3.39,9.49,14.92,2.88,8.31,8.47
"06029003303","Census Tract 33.03, Kern County, California","ACSSF","ca","140","00","0004032",,,,,"06","029",,,"003303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029003303","Census Tract 33.03",,,,506,49,6,31,18,38,50,27,25,59,27,29,64,10,13,55,5,9.68,1.19,6.13,3.56,7.51,9.88,5.34,4.94,11.66,5.34,5.73,12.65,1.98,2.57,10.87,0.99
"06029003304","Census Tract 33.04, Kern County, California","ACSSF","ca","140","00","0004033",,,,,"06","029",,,"003304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029003304","Census Tract 33.04",,,,728,56,43,22,22,30,46,20,17,35,29,49,162,56,23,57,61,7.69,5.91,3.02,3.02,4.12,6.32,2.75,2.34,4.81,3.98,6.73,22.25,7.69,3.16,7.83,8.38
"06029003305","Census Tract 33.05, Kern County, California","ACSSF","ca","140","00","0004034",,,,,"06","029",,,"003305",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029003305","Census Tract 33.05",,,,1460,204,72,158,80,76,56,128,16,25,143,197,94,49,17,22,123,13.97,4.93,10.82,5.48,5.21,3.84,8.77,1.1,1.71,9.79,13.49,6.44,3.36,1.16,1.51,8.42
"06029003307","Census Tract 33.07, Kern County, California","ACSSF","ca","140","00","0004035",,,,,"06","029",,,"003307",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029003307","Census Tract 33.07",,,,1124,159,20,27,28,72,59,148,9,47,97,69,141,94,42,97,15,14.15,1.78,2.4,2.49,6.41,5.25,13.17,0.8,4.18,8.63,6.14,12.54,8.36,3.74,8.63,1.33
"06029003308","Census Tract 33.08, Kern County, California","ACSSF","ca","140","00","0004036",,,,,"06","029",,,"003308",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029003308","Census Tract 33.08",,,,778,72,45,0,150,43,10,0,65,26,79,146,15,24,50,16,37,9.25,5.78,0,19.28,5.53,1.29,0,8.35,3.34,10.15,18.77,1.93,3.08,6.43,2.06,4.76
"06029003400","Census Tract 34, Kern County, California","ACSSF","ca","140","00","0004037",,,,,"06","029",,,"003400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029003400","Census Tract 34",,,,1252,128,147,56,63,25,64,88,79,113,114,135,95,50,58,18,19,10.22,11.74,4.47,5.03,2,5.11,7.03,6.31,9.03,9.11,10.78,7.59,3.99,4.63,1.44,1.52
"06029003500","Census Tract 35, Kern County, California","ACSSF","ca","140","00","0004038",,,,,"06","029",,,"003500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029003500","Census Tract 35",,,,3010,447,121,163,85,237,38,189,89,166,169,408,407,97,127,189,78,14.85,4.02,5.42,2.82,7.87,1.26,6.28,2.96,5.51,5.61,13.55,13.52,3.22,4.22,6.28,2.59
"06029003600","Census Tract 36, Kern County, California","ACSSF","ca","140","00","0004039",,,,,"06","029",,,"003600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029003600","Census Tract 36",,,,1329,171,84,98,110,27,137,12,8,84,131,185,97,90,33,17,45,12.87,6.32,7.37,8.28,2.03,10.31,0.9,0.6,6.32,9.86,13.92,7.3,6.77,2.48,1.28,3.39
"06029003806","Census Tract 38.06, Kern County, California","ACSSF","ca","140","00","0004040",,,,,"06","029",,,"003806",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029003806","Census Tract 38.06",,,,1852,4,27,0,40,66,58,38,119,18,70,236,133,201,265,261,316,0.22,1.46,0,2.16,3.56,3.13,2.05,6.43,0.97,3.78,12.74,7.18,10.85,14.31,14.09,17.06
"06029003807","Census Tract 38.07, Kern County, California","ACSSF","ca","140","00","0004041",,,,,"06","029",,,"003807",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029003807","Census Tract 38.07",,,,1132,55,20,31,45,14,9,69,17,15,122,70,231,122,101,141,70,4.86,1.77,2.74,3.98,1.24,0.8,6.1,1.5,1.33,10.78,6.18,20.41,10.78,8.92,12.46,6.18
"06029003808","Census Tract 38.08, Kern County, California","ACSSF","ca","140","00","0004042",,,,,"06","029",,,"003808",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029003808","Census Tract 38.08",,,,1518,97,29,19,0,14,64,67,105,74,173,73,309,158,49,137,150,6.39,1.91,1.25,0,0.92,4.22,4.41,6.92,4.87,11.4,4.81,20.36,10.41,3.23,9.03,9.88
"06029003810","Census Tract 38.10, Kern County, California","ACSSF","ca","140","00","0004043",,,,,"06","029",,,"003810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029003810","Census Tract 38.10",,,,848,4,26,5,0,23,13,0,72,5,36,85,53,72,81,89,284,0.47,3.07,0.59,0,2.71,1.53,0,8.49,0.59,4.25,10.02,6.25,8.49,9.55,10.5,33.49
"06029003811","Census Tract 38.11, Kern County, California","ACSSF","ca","140","00","0004044",,,,,"06","029",,,"003811",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029003811","Census Tract 38.11",,,,841,18,30,30,37,29,38,46,39,108,52,58,72,78,64,54,88,2.14,3.57,3.57,4.4,3.45,4.52,5.47,4.64,12.84,6.18,6.9,8.56,9.27,7.61,6.42,10.46
"06029003812","Census Tract 38.12, Kern County, California","ACSSF","ca","140","00","0004045",,,,,"06","029",,,"003812",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029003812","Census Tract 38.12",,,,1727,43,21,0,69,52,29,48,116,7,121,267,271,272,223,97,91,2.49,1.22,0,4,3.01,1.68,2.78,6.72,0.41,7.01,15.46,15.69,15.75,12.91,5.62,5.27
"06029003814","Census Tract 38.14, Kern County, California","ACSSF","ca","140","00","0004046",,,,,"06","029",,,"003814",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029003814","Census Tract 38.14",,,,2075,0,0,0,2,0,41,0,95,0,72,221,311,83,515,369,366,0,0,0,0.1,0,1.98,0,4.58,0,3.47,10.65,14.99,4,24.82,17.78,17.64
"06029003815","Census Tract 38.15, Kern County, California","ACSSF","ca","140","00","0004047",,,,,"06","029",,,"003815",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029003815","Census Tract 38.15",,,,1822,15,72,0,0,144,0,7,0,0,91,192,332,212,243,380,134,0.82,3.95,0,0,7.9,0,0.38,0,0,4.99,10.54,18.22,11.64,13.34,20.86,7.35
"06029003816","Census Tract 38.16, Kern County, California","ACSSF","ca","140","00","0004048",,,,,"06","029",,,"003816",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029003816","Census Tract 38.16",,,,1113,0,26,83,0,0,40,60,124,0,0,100,242,262,30,128,18,0,2.34,7.46,0,0,3.59,5.39,11.14,0,0,8.98,21.74,23.54,2.7,11.5,1.62
"06029003817","Census Tract 38.17, Kern County, California","ACSSF","ca","140","00","0004049",,,,,"06","029",,,"003817",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029003817","Census Tract 38.17",,,,1258,21,0,0,0,24,0,0,0,82,121,15,190,217,294,207,87,1.67,0,0,0,1.91,0,0,0,6.52,9.62,1.19,15.1,17.25,23.37,16.45,6.92
"06029003818","Census Tract 38.18, Kern County, California","ACSSF","ca","140","00","0004050",,,,,"06","029",,,"003818",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029003818","Census Tract 38.18",,,,1420,23,0,35,60,10,43,42,10,40,95,54,435,106,268,123,76,1.62,0,2.46,4.23,0.7,3.03,2.96,0.7,2.82,6.69,3.8,30.63,7.46,18.87,8.66,5.35
"06029003819","Census Tract 38.19, Kern County, California","ACSSF","ca","140","00","0004051",,,,,"06","029",,,"003819",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029003819","Census Tract 38.19",,,,1496,136,104,35,27,17,0,61,86,38,78,22,86,114,106,244,342,9.09,6.95,2.34,1.8,1.14,0,4.08,5.75,2.54,5.21,1.47,5.75,7.62,7.09,16.31,22.86
"06029003820","Census Tract 38.20, Kern County, California","ACSSF","ca","140","00","0004052",,,,,"06","029",,,"003820",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029003820","Census Tract 38.20",,,,1104,15,16,0,15,46,34,65,33,17,52,78,146,72,46,212,257,1.36,1.45,0,1.36,4.17,3.08,5.89,2.99,1.54,4.71,7.07,13.22,6.52,4.17,19.2,23.28
"06029003821","Census Tract 38.21, Kern County, California","ACSSF","ca","140","00","0004053",,,,,"06","029",,,"003821",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029003821","Census Tract 38.21",,,,1349,33,23,0,41,0,33,9,0,38,30,64,249,172,163,316,178,2.45,1.7,0,3.04,0,2.45,0.67,0,2.82,2.22,4.74,18.46,12.75,12.08,23.42,13.19
"06029003822","Census Tract 38.22, Kern County, California","ACSSF","ca","140","00","0004054",,,,,"06","029",,,"003822",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029003822","Census Tract 38.22",,,,880,22,26,0,0,0,97,0,63,0,96,47,40,122,46,85,236,2.5,2.95,0,0,0,11.02,0,7.16,0,10.91,5.34,4.55,13.86,5.23,9.66,26.82
"06029003823","Census Tract 38.23, Kern County, California","ACSSF","ca","140","00","0004055",,,,,"06","029",,,"003823",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029003823","Census Tract 38.23",,,,1424,22,0,29,0,0,0,15,22,0,19,63,359,106,40,295,454,1.54,0,2.04,0,0,0,1.05,1.54,0,1.33,4.42,25.21,7.44,2.81,20.72,31.88
"06029003824","Census Tract 38.24, Kern County, California","ACSSF","ca","140","00","0004056",,,,,"06","029",,,"003824",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029003824","Census Tract 38.24",,,,962,0,0,35,32,45,123,0,22,0,35,111,281,98,29,114,37,0,0,3.64,3.33,4.68,12.79,0,2.29,0,3.64,11.54,29.21,10.19,3.01,11.85,3.85
"06029003825","Census Tract 38.25, Kern County, California","ACSSF","ca","140","00","0004057",,,,,"06","029",,,"003825",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029003825","Census Tract 38.25",,,,825,0,14,0,0,19,0,12,0,8,0,68,137,120,98,281,68,0,1.7,0,0,2.3,0,1.45,0,0.97,0,8.24,16.61,14.55,11.88,34.06,8.24
"06029003826","Census Tract 38.26, Kern County, California","ACSSF","ca","140","00","0004058",,,,,"06","029",,,"003826",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029003826","Census Tract 38.26",,,,881,0,0,0,58,0,0,44,0,0,8,15,93,138,103,151,271,0,0,0,6.58,0,0,4.99,0,0,0.91,1.7,10.56,15.66,11.69,17.14,30.76
"06029003827","Census Tract 38.27, Kern County, California","ACSSF","ca","140","00","0004059",,,,,"06","029",,,"003827",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029003827","Census Tract 38.27",,,,705,0,0,0,53,18,0,0,0,0,15,10,143,60,184,104,118,0,0,0,7.52,2.55,0,0,0,0,2.13,1.42,20.28,8.51,26.1,14.75,16.74
"06029003900","Census Tract 39, Kern County, California","ACSSF","ca","140","00","0004060",,,,,"06","029",,,"003900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029003900","Census Tract 39",,,,600,11,6,4,16,11,81,0,44,32,29,88,37,78,71,78,14,1.83,1,0.67,2.67,1.83,13.5,0,7.33,5.33,4.83,14.67,6.17,13,11.83,13,2.33
"06029004001","Census Tract 40.01, Kern County, California","ACSSF","ca","140","00","0004061",,,,,"06","029",,,"004001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029004001","Census Tract 40.01",,,,951,52,0,64,57,38,0,21,15,74,103,127,266,56,22,52,4,5.47,0,6.73,5.99,4,0,2.21,1.58,7.78,10.83,13.35,27.97,5.89,2.31,5.47,0.42
"06029004002","Census Tract 40.02, Kern County, California","ACSSF","ca","140","00","0004062",,,,,"06","029",,,"004002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029004002","Census Tract 40.02",,,,1005,18,73,56,110,0,12,85,6,0,89,128,117,173,41,47,50,1.79,7.26,5.57,10.95,0,1.19,8.46,0.6,0,8.86,12.74,11.64,17.21,4.08,4.68,4.98
"06029004101","Census Tract 41.01, Kern County, California","ACSSF","ca","140","00","0004063",,,,,"06","029",,,"004101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029004101","Census Tract 41.01",,,,1594,91,113,90,51,54,66,46,35,114,79,216,292,108,86,111,42,5.71,7.09,5.65,3.2,3.39,4.14,2.89,2.2,7.15,4.96,13.55,18.32,6.78,5.4,6.96,2.63
"06029004102","Census Tract 41.02, Kern County, California","ACSSF","ca","140","00","0004064",,,,,"06","029",,,"004102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029004102","Census Tract 41.02",,,,1338,182,104,55,69,156,208,78,50,64,95,69,72,78,23,15,20,13.6,7.77,4.11,5.16,11.66,15.55,5.83,3.74,4.78,7.1,5.16,5.38,5.83,1.72,1.12,1.49
"06029004302","Census Tract 43.02, Kern County, California","ACSSF","ca","140","00","0004065",,,,,"06","029",,,"004302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029004302","Census Tract 43.02",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
"06029004303","Census Tract 43.03, Kern County, California","ACSSF","ca","140","00","0004066",,,,,"06","029",,,"004303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029004303","Census Tract 43.03",,,,1392,108,91,81,41,84,55,70,138,211,174,37,69,82,93,49,9,7.76,6.54,5.82,2.95,6.03,3.95,5.03,9.91,15.16,12.5,2.66,4.96,5.89,6.68,3.52,0.65
