Geo_FIPS,Geo_QName,Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A14001_001,SE_A14001_002,SE_A14001_003,SE_A14001_004,SE_A14001_005,SE_A14001_006,SE_A14001_007,SE_A14001_008,SE_A14001_009,SE_A14001_010,SE_A14001_011,SE_A14001_012,SE_A14001_013,SE_A14001_014,SE_A14001_015,SE_A14001_016,SE_A14001_017,PCT_SE_A14001_002,PCT_SE_A14001_003,PCT_SE_A14001_004,PCT_SE_A14001_005,PCT_SE_A14001_006,PCT_SE_A14001_007,PCT_SE_A14001_008,PCT_SE_A14001_009,PCT_SE_A14001_010,PCT_SE_A14001_011,PCT_SE_A14001_012,PCT_SE_A14001_013,PCT_SE_A14001_014,PCT_SE_A14001_015,PCT_SE_A14001_016,PCT_SE_A14001_017
"06029001003","Census Tract 10.03, Kern County, California","ACSSF","ca","140","00","0003939",,,,,"06","029",,,"001003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029001003","Census Tract 10.03",,,,969,36,15,0,0,18,12,75,16,148,298,114,99,24,61,53,0,3.72,1.55,0,0,1.86,1.24,7.74,1.65,15.27,30.75,11.76,10.22,2.48,6.3,5.47,0
"06029001101","Census Tract 11.01, Kern County, California","ACSSF","ca","140","00","0003940",,,,,"06","029",,,"001101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029001101","Census Tract 11.01",,,,1620,86,146,121,310,266,47,34,104,51,174,94,61,12,64,50,0,5.31,9.01,7.47,19.14,16.42,2.9,2.1,6.42,3.15,10.74,5.8,3.77,0.74,3.95,3.09,0
"06029001104","Census Tract 11.04, Kern County, California","ACSSF","ca","140","00","0003941",,,,,"06","029",,,"001104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029001104","Census Tract 11.04",,,,669,20,22,133,56,10,11,50,25,72,13,89,51,67,0,12,38,2.99,3.29,19.88,8.37,1.49,1.64,7.47,3.74,10.76,1.94,13.3,7.62,10.01,0,1.79,5.68
"06029001105","Census Tract 11.05, Kern County, California","ACSSF","ca","140","00","0003942",,,,,"06","029",,,"001105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029001105","Census Tract 11.05",,,,919,25,42,107,63,46,70,60,61,0,98,118,69,23,101,11,25,2.72,4.57,11.64,6.86,5.01,7.62,6.53,6.64,0,10.66,12.84,7.51,2.5,10.99,1.2,2.72
"06029001106","Census Tract 11.06, Kern County, California","ACSSF","ca","140","00","0003943",,,,,"06","029",,,"001106",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029001106","Census Tract 11.06",,,,575,79,37,57,11,29,44,117,0,62,43,0,41,0,55,0,0,13.74,6.43,9.91,1.91,5.04,7.65,20.35,0,10.78,7.48,0,7.13,0,9.57,0,0
"06029001107","Census Tract 11.07, Kern County, California","ACSSF","ca","140","00","0003944",,,,,"06","029",,,"001107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029001107","Census Tract 11.07",,,,685,64,82,23,92,6,34,0,9,45,36,83,25,123,7,48,8,9.34,11.97,3.36,13.43,0.88,4.96,0,1.31,6.57,5.26,12.12,3.65,17.96,1.02,7.01,1.17
"06029001201","Census Tract 12.01, Kern County, California","ACSSF","ca","140","00","0003945",,,,,"06","029",,,"001201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029001201","Census Tract 12.01",,,,743,57,77,41,67,14,6,54,63,66,52,124,33,54,28,7,0,7.67,10.36,5.52,9.02,1.88,0.81,7.27,8.48,8.88,7,16.69,4.44,7.27,3.77,0.94,0
"06029001202","Census Tract 12.02, Kern County, California","ACSSF","ca","140","00","0003946",,,,,"06","029",,,"001202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029001202","Census Tract 12.02",,,,1721,408,196,195,70,156,127,62,29,127,150,79,50,37,14,0,21,23.71,11.39,11.33,4.07,9.06,7.38,3.6,1.69,7.38,8.72,4.59,2.91,2.15,0.81,0,1.22
"06029001301","Census Tract 13.01, Kern County, California","ACSSF","ca","140","00","0003947",,,,,"06","029",,,"001301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029001301","Census Tract 13.01",,,,1324,164,98,274,77,81,226,45,81,0,108,94,29,47,0,0,0,12.39,7.4,20.69,5.82,6.12,17.07,3.4,6.12,0,8.16,7.1,2.19,3.55,0,0,0
"06029001302","Census Tract 13.02, Kern County, California","ACSSF","ca","140","00","0003948",,,,,"06","029",,,"001302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029001302","Census Tract 13.02",,,,740,174,34,87,136,90,40,30,32,74,0,15,28,0,0,0,0,23.51,4.59,11.76,18.38,12.16,5.41,4.05,4.32,10,0,2.03,3.78,0,0,0,0
"06029001401","Census Tract 14.01, Kern County, California","ACSSF","ca","140","00","0003949",,,,,"06","029",,,"001401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029001401","Census Tract 14.01",,,,1301,61,104,102,102,118,201,43,95,0,87,148,147,0,0,0,93,4.69,7.99,7.84,7.84,9.07,15.45,3.31,7.3,0,6.69,11.38,11.3,0,0,0,7.15
"06029001402","Census Tract 14.02, Kern County, California","ACSSF","ca","140","00","0003950",,,,,"06","029",,,"001402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029001402","Census Tract 14.02",,,,941,28,115,17,92,149,151,74,37,3,40,118,77,19,21,0,0,2.98,12.22,1.81,9.78,15.83,16.05,7.86,3.93,0.32,4.25,12.54,8.18,2.02,2.23,0,0
"06029001500","Census Tract 15, Kern County, California","ACSSF","ca","140","00","0003951",,,,,"06","029",,,"001500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029001500","Census Tract 15",,,,690,37,78,28,87,94,54,62,26,43,11,62,60,12,36,0,0,5.36,11.3,4.06,12.61,13.62,7.83,8.99,3.77,6.23,1.59,8.99,8.7,1.74,5.22,0,0
"06029001600","Census Tract 16, Kern County, California","ACSSF","ca","140","00","0003952",,,,,"06","029",,,"001600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029001600","Census Tract 16",,,,979,226,255,61,39,52,10,28,24,47,76,45,61,34,21,0,0,23.08,26.05,6.23,3.98,5.31,1.02,2.86,2.45,4.8,7.76,4.6,6.23,3.47,2.15,0,0
"06029001700","Census Tract 17, Kern County, California","ACSSF","ca","140","00","0003953",,,,,"06","029",,,"001700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029001700","Census Tract 17",,,,1731,79,156,69,95,13,111,31,115,55,110,171,228,198,153,60,87,4.56,9.01,3.99,5.49,0.75,6.41,1.79,6.64,3.18,6.35,9.88,13.17,11.44,8.84,3.47,5.03
"06029001801","Census Tract 18.01, Kern County, California","ACSSF","ca","140","00","0003954",,,,,"06","029",,,"001801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029001801","Census Tract 18.01",,,,2013,90,155,98,85,168,128,60,70,188,169,249,275,99,118,61,0,4.47,7.7,4.87,4.22,8.35,6.36,2.98,3.48,9.34,8.4,12.37,13.66,4.92,5.86,3.03,0
"06029001803","Census Tract 18.03, Kern County, California","ACSSF","ca","140","00","0003955",,,,,"06","029",,,"001803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029001803","Census Tract 18.03",,,,944,71,59,14,0,0,49,14,23,59,70,104,211,12,46,116,96,7.52,6.25,1.48,0,0,5.19,1.48,2.44,6.25,7.42,11.02,22.35,1.27,4.87,12.29,10.17
"06029001804","Census Tract 18.04, Kern County, California","ACSSF","ca","140","00","0003956",,,,,"06","029",,,"001804",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029001804","Census Tract 18.04",,,,1447,0,10,12,0,77,182,0,117,0,79,132,490,86,3,195,64,0,0.69,0.83,0,5.32,12.58,0,8.09,0,5.46,9.12,33.86,5.94,0.21,13.48,4.42
"06029001901","Census Tract 19.01, Kern County, California","ACSSF","ca","140","00","0003957",,,,,"06","029",,,"001901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029001901","Census Tract 19.01",,,,1412,118,42,74,70,115,8,55,18,39,202,263,172,56,100,67,13,8.36,2.97,5.24,4.96,8.14,0.57,3.9,1.27,2.76,14.31,18.63,12.18,3.97,7.08,4.75,0.92
"06029001902","Census Tract 19.02, Kern County, California","ACSSF","ca","140","00","0003958",,,,,"06","029",,,"001902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029001902","Census Tract 19.02",,,,1691,68,118,64,133,80,98,74,165,92,172,96,269,53,8,21,180,4.02,6.98,3.78,7.87,4.73,5.8,4.38,9.76,5.44,10.17,5.68,15.91,3.13,0.47,1.24,10.64
"06029002001","Census Tract 20.01, Kern County, California","ACSSF","ca","140","00","0003959",,,,,"06","029",,,"002001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029002001","Census Tract 20.01",,,,1176,105,524,175,40,0,69,14,14,23,164,0,27,21,0,0,0,8.93,44.56,14.88,3.4,0,5.87,1.19,1.19,1.96,13.95,0,2.3,1.79,0,0,0
"06029002002","Census Tract 20.02, Kern County, California","ACSSF","ca","140","00","0003960",,,,,"06","029",,,"002002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029002002","Census Tract 20.02",,,,1428,192,152,13,186,240,27,44,138,117,21,119,165,14,0,0,0,13.45,10.64,0.91,13.03,16.81,1.89,3.08,9.66,8.19,1.47,8.33,11.55,0.98,0,0,0
"06029002100","Census Tract 21, Kern County, California","ACSSF","ca","140","00","0003961",,,,,"06","029",,,"002100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029002100","Census Tract 21",,,,1025,85,169,70,57,79,62,20,42,105,118,56,81,62,19,0,0,8.29,16.49,6.83,5.56,7.71,6.05,1.95,4.1,10.24,11.51,5.46,7.9,6.05,1.85,0,0
"06029002201","Census Tract 22.01, Kern County, California","ACSSF","ca","140","00","0003962",,,,,"06","029",,,"002201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029002201","Census Tract 22.01",,,,682,63,34,47,23,52,141,43,19,5,60,37,114,44,0,0,0,9.24,4.99,6.89,3.37,7.62,20.67,6.3,2.79,0.73,8.8,5.43,16.72,6.45,0,0,0
"06029002202","Census Tract 22.02, Kern County, California","ACSSF","ca","140","00","0003963",,,,,"06","029",,,"002202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029002202","Census Tract 22.02",,,,839,146,90,36,14,96,115,46,48,20,96,64,68,0,0,0,0,17.4,10.73,4.29,1.67,11.44,13.71,5.48,5.72,2.38,11.44,7.63,8.1,0,0,0,0
"06029002302","Census Tract 23.02, Kern County, California","ACSSF","ca","140","00","0003964",,,,,"06","029",,,"002302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029002302","Census Tract 23.02",,,,838,35,57,45,91,54,55,27,36,72,133,74,84,34,41,0,0,4.18,6.8,5.37,10.86,6.44,6.56,3.22,4.3,8.59,15.87,8.83,10.02,4.06,4.89,0,0
"06029002303","Census Tract 23.03, Kern County, California","ACSSF","ca","140","00","0003965",,,,,"06","029",,,"002303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029002303","Census Tract 23.03",,,,938,37,25,89,59,42,54,59,96,99,25,109,127,89,17,0,11,3.94,2.67,9.49,6.29,4.48,5.76,6.29,10.23,10.55,2.67,11.62,13.54,9.49,1.81,0,1.17
"06029002304","Census Tract 23.04, Kern County, California","ACSSF","ca","140","00","0003966",,,,,"06","029",,,"002304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029002304","Census Tract 23.04",,,,873,22,17,0,54,156,51,67,39,45,20,176,99,69,0,0,58,2.52,1.95,0,6.19,17.87,5.84,7.67,4.47,5.15,2.29,20.16,11.34,7.9,0,0,6.64
"06029002305","Census Tract 23.05, Kern County, California","ACSSF","ca","140","00","0003967",,,,,"06","029",,,"002305",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029002305","Census Tract 23.05",,,,706,0,61,21,28,140,15,92,32,39,12,156,107,3,0,0,0,0,8.64,2.97,3.97,19.83,2.12,13.03,4.53,5.52,1.7,22.1,15.16,0.42,0,0,0
"06029002401","Census Tract 24.01, Kern County, California","ACSSF","ca","140","00","0003968",,,,,"06","029",,,"002401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029002401","Census Tract 24.01",,,,495,118,0,23,45,0,26,15,0,57,26,7,116,44,8,0,10,23.84,0,4.65,9.09,0,5.25,3.03,0,11.52,5.25,1.41,23.43,8.89,1.62,0,2.02
"06029002402","Census Tract 24.02, Kern County, California","ACSSF","ca","140","00","0003969",,,,,"06","029",,,"002402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029002402","Census Tract 24.02",,,,1210,75,40,58,13,0,17,42,63,26,233,189,202,210,42,0,0,6.2,3.31,4.79,1.07,0,1.4,3.47,5.21,2.15,19.26,15.62,16.69,17.36,3.47,0,0
"06029002403","Census Tract 24.03, Kern County, California","ACSSF","ca","140","00","0003970",,,,,"06","029",,,"002403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029002403","Census Tract 24.03",,,,610,106,35,40,83,64,0,30,84,18,19,62,0,22,8,0,39,17.38,5.74,6.56,13.61,10.49,0,4.92,13.77,2.95,3.11,10.16,0,3.61,1.31,0,6.39
"06029002501","Census Tract 25.01, Kern County, California","ACSSF","ca","140","00","0003971",,,,,"06","029",,,"002501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029002501","Census Tract 25.01",,,,1100,163,96,10,114,22,122,112,30,0,60,140,142,43,0,46,0,14.82,8.73,0.91,10.36,2,11.09,10.18,2.73,0,5.45,12.73,12.91,3.91,0,4.18,0
"06029002502","Census Tract 25.02, Kern County, California","ACSSF","ca","140","00","0003972",,,,,"06","029",,,"002502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029002502","Census Tract 25.02",,,,560,47,49,19,73,34,58,56,33,0,62,0,50,47,0,32,0,8.39,8.75,3.39,13.04,6.07,10.36,10,5.89,0,11.07,0,8.93,8.39,0,5.71,0
"06029002503","Census Tract 25.03, Kern County, California","ACSSF","ca","140","00","0003973",,,,,"06","029",,,"002503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029002503","Census Tract 25.03",,,,742,100,41,117,0,26,0,68,54,0,132,60,67,0,77,0,0,13.48,5.53,15.77,0,3.5,0,9.16,7.28,0,17.79,8.09,9.03,0,10.38,0,0
"06029002600","Census Tract 26, Kern County, California","ACSSF","ca","140","00","0003974",,,,,"06","029",,,"002600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029002600","Census Tract 26",,,,933,84,166,24,30,40,71,98,34,37,109,40,93,49,6,11,41,9,17.79,2.57,3.22,4.29,7.61,10.5,3.64,3.97,11.68,4.29,9.97,5.25,0.64,1.18,4.39
"06029002701","Census Tract 27.01, Kern County, California","ACSSF","ca","140","00","0003975",,,,,"06","029",,,"002701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029002701","Census Tract 27.01",,,,814,102,15,17,4,118,11,113,18,6,130,53,80,101,40,6,0,12.53,1.84,2.09,0.49,14.5,1.35,13.88,2.21,0.74,15.97,6.51,9.83,12.41,4.91,0.74,0
"06029002702","Census Tract 27.02, Kern County, California","ACSSF","ca","140","00","0003976",,,,,"06","029",,,"002702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029002702","Census Tract 27.02",,,,973,78,11,60,26,34,102,36,87,21,81,103,191,38,22,76,7,8.02,1.13,6.17,2.67,3.49,10.48,3.7,8.94,2.16,8.32,10.59,19.63,3.91,2.26,7.81,0.72
"06029002804","Census Tract 28.04, Kern County, California","ACSSF","ca","140","00","0003977",,,,,"06","029",,,"002804",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029002804","Census Tract 28.04",,,,1407,145,124,70,59,67,137,68,51,59,96,167,106,56,100,74,28,10.31,8.81,4.98,4.19,4.76,9.74,4.83,3.62,4.19,6.82,11.87,7.53,3.98,7.11,5.26,1.99
"06029002806","Census Tract 28.06, Kern County, California","ACSSF","ca","140","00","0003978",,,,,"06","029",,,"002806",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029002806","Census Tract 28.06",,,,1003,34,12,17,8,20,73,89,15,28,115,200,104,166,41,57,24,3.39,1.2,1.69,0.8,1.99,7.28,8.87,1.5,2.79,11.47,19.94,10.37,16.55,4.09,5.68,2.39
"06029002807","Census Tract 28.07, Kern County, California","ACSSF","ca","140","00","0003979",,,,,"06","029",,,"002807",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029002807","Census Tract 28.07",,,,1303,27,8,84,42,6,12,0,36,8,79,65,172,130,168,110,356,2.07,0.61,6.45,3.22,0.46,0.92,0,2.76,0.61,6.06,4.99,13.2,9.98,12.89,8.44,27.32
"06029002811","Census Tract 28.11, Kern County, California","ACSSF","ca","140","00","0003980",,,,,"06","029",,,"002811",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029002811","Census Tract 28.11",,,,1313,21,7,45,0,13,0,7,14,54,105,64,111,86,118,227,441,1.6,0.53,3.43,0,0.99,0,0.53,1.07,4.11,8,4.87,8.45,6.55,8.99,17.29,33.59
"06029002813","Census Tract 28.13, Kern County, California","ACSSF","ca","140","00","0003981",,,,,"06","029",,,"002813",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029002813","Census Tract 28.13",,,,1605,89,162,115,74,113,129,89,62,85,172,174,156,83,69,24,9,5.55,10.09,7.17,4.61,7.04,8.04,5.55,3.86,5.3,10.72,10.84,9.72,5.17,4.3,1.5,0.56
"06029002814","Census Tract 28.14, Kern County, California","ACSSF","ca","140","00","0003982",,,,,"06","029",,,"002814",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029002814","Census Tract 28.14",,,,1555,87,177,54,64,146,110,93,97,37,147,188,161,82,37,75,0,5.59,11.38,3.47,4.12,9.39,7.07,5.98,6.24,2.38,9.45,12.09,10.35,5.27,2.38,4.82,0
"06029002815","Census Tract 28.15, Kern County, California","ACSSF","ca","140","00","0003983",,,,,"06","029",,,"002815",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029002815","Census Tract 28.15",,,,1470,37,153,37,152,133,118,72,79,72,97,85,112,157,20,63,83,2.52,10.41,2.52,10.34,9.05,8.03,4.9,5.37,4.9,6.6,5.78,7.62,10.68,1.36,4.29,5.65
"06029002816","Census Tract 28.16, Kern County, California","ACSSF","ca","140","00","0003984",,,,,"06","029",,,"002816",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029002816","Census Tract 28.16",,,,1946,86,54,121,50,82,31,94,197,130,219,272,421,13,31,125,20,4.42,2.77,6.22,2.57,4.21,1.59,4.83,10.12,6.68,11.25,13.98,21.63,0.67,1.59,6.42,1.03
"06029002817","Census Tract 28.17, Kern County, California","ACSSF","ca","140","00","0003985",,,,,"06","029",,,"002817",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029002817","Census Tract 28.17",,,,1828,111,207,76,147,108,49,90,176,85,78,137,236,151,56,107,14,6.07,11.32,4.16,8.04,5.91,2.68,4.92,9.63,4.65,4.27,7.49,12.91,8.26,3.06,5.85,0.77
"06029002818","Census Tract 28.18, Kern County, California","ACSSF","ca","140","00","0003986",,,,,"06","029",,,"002818",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029002818","Census Tract 28.18",,,,1485,57,37,13,52,81,51,38,54,16,182,143,153,142,145,141,180,3.84,2.49,0.88,3.5,5.45,3.43,2.56,3.64,1.08,12.26,9.63,10.3,9.56,9.76,9.49,12.12
"06029002819","Census Tract 28.19, Kern County, California","ACSSF","ca","140","00","0003987",,,,,"06","029",,,"002819",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029002819","Census Tract 28.19",,,,1704,35,0,71,47,146,62,53,64,37,116,256,283,227,142,124,41,2.05,0,4.17,2.76,8.57,3.64,3.11,3.76,2.17,6.81,15.02,16.61,13.32,8.33,7.28,2.41
"06029002820","Census Tract 28.20, Kern County, California","ACSSF","ca","140","00","0003988",,,,,"06","029",,,"002820",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029002820","Census Tract 28.20",,,,2016,13,78,0,0,64,54,0,0,23,283,98,366,220,192,242,383,0.64,3.87,0,0,3.17,2.68,0,0,1.14,14.04,4.86,18.15,10.91,9.52,12,19
"06029002821","Census Tract 28.21, Kern County, California","ACSSF","ca","140","00","0003989",,,,,"06","029",,,"002821",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029002821","Census Tract 28.21",,,,1610,8,0,9,73,12,52,35,38,22,114,212,429,209,146,189,62,0.5,0,0.56,4.53,0.75,3.23,2.17,2.36,1.37,7.08,13.17,26.65,12.98,9.07,11.74,3.85
"06029002822","Census Tract 28.22, Kern County, California","ACSSF","ca","140","00","0003990",,,,,"06","029",,,"002822",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029002822","Census Tract 28.22",,,,1112,11,20,0,37,20,0,0,11,61,22,72,123,135,93,144,363,0.99,1.8,0,3.33,1.8,0,0,0.99,5.49,1.98,6.47,11.06,12.14,8.36,12.95,32.64
"06029002823","Census Tract 28.23, Kern County, California","ACSSF","ca","140","00","0003991",,,,,"06","029",,,"002823",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029002823","Census Tract 28.23",,,,1744,190,92,16,46,35,100,0,87,190,100,146,137,144,38,150,273,10.89,5.28,0.92,2.64,2.01,5.73,0,4.99,10.89,5.73,8.37,7.86,8.26,2.18,8.6,15.65
"06029002824","Census Tract 28.24, Kern County, California","ACSSF","ca","140","00","0003992",,,,,"06","029",,,"002824",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029002824","Census Tract 28.24",,,,944,88,69,43,7,178,98,91,43,7,99,32,102,87,0,0,0,9.32,7.31,4.56,0.74,18.86,10.38,9.64,4.56,0.74,10.49,3.39,10.81,9.22,0,0,0
"06029002825","Census Tract 28.25, Kern County, California","ACSSF","ca","140","00","0003993",,,,,"06","029",,,"002825",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029002825","Census Tract 28.25",,,,929,18,40,69,37,56,109,60,95,31,118,101,118,25,15,0,37,1.94,4.31,7.43,3.98,6.03,11.73,6.46,10.23,3.34,12.7,10.87,12.7,2.69,1.61,0,3.98
"06029002901","Census Tract 29.01, Kern County, California","ACSSF","ca","140","00","0003994",,,,,"06","029",,,"002901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029002901","Census Tract 29.01",,,,931,0,0,0,3,20,30,271,68,31,9,174,85,19,70,151,0,0,0,0,0.32,2.15,3.22,29.11,7.3,3.33,0.97,18.69,9.13,2.04,7.52,16.22,0
"06029002902","Census Tract 29.02, Kern County, California","ACSSF","ca","140","00","0003995",,,,,"06","029",,,"002902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029002902","Census Tract 29.02",,,,1343,103,144,122,73,23,63,56,131,80,134,149,118,83,52,12,0,7.67,10.72,9.08,5.44,1.71,4.69,4.17,9.75,5.96,9.98,11.09,8.79,6.18,3.87,0.89,0
"06029003001","Census Tract 30.01, Kern County, California","ACSSF","ca","140","00","0003996",,,,,"06","029",,,"003001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029003001","Census Tract 30.01",,,,1037,0,124,64,30,103,150,51,100,26,7,146,189,0,16,31,0,0,11.96,6.17,2.89,9.93,14.46,4.92,9.64,2.51,0.68,14.08,18.23,0,1.54,2.99,0
"06029003002","Census Tract 30.02, Kern County, California","ACSSF","ca","140","00","0003997",,,,,"06","029",,,"003002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029003002","Census Tract 30.02",,,,897,36,38,151,81,36,148,6,21,100,42,62,134,28,5,0,9,4.01,4.24,16.83,9.03,4.01,16.5,0.67,2.34,11.15,4.68,6.91,14.94,3.12,0.56,0,1
"06029003103","Census Tract 31.03, Kern County, California","ACSSF","ca","140","00","0003998",,,,,"06","029",,,"003103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029003103","Census Tract 31.03",,,,1077,60,164,9,88,19,27,94,89,102,181,79,99,41,13,12,0,5.57,15.23,0.84,8.17,1.76,2.51,8.73,8.26,9.47,16.81,7.34,9.19,3.81,1.21,1.11,0
"06029003112","Census Tract 31.12, Kern County, California","ACSSF","ca","140","00","0003999",,,,,"06","029",,,"003112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029003112","Census Tract 31.12",,,,2216,46,98,24,119,134,105,116,211,95,301,213,372,232,40,110,0,2.08,4.42,1.08,5.37,6.05,4.74,5.23,9.52,4.29,13.58,9.61,16.79,10.47,1.81,4.96,0
"06029003113","Census Tract 31.13, Kern County, California","ACSSF","ca","140","00","0004000",,,,,"06","029",,,"003113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029003113","Census Tract 31.13",,,,1465,51,54,62,49,78,181,95,40,104,49,218,200,72,89,45,78,3.48,3.69,4.23,3.34,5.32,12.35,6.48,2.73,7.1,3.34,14.88,13.65,4.91,6.08,3.07,5.32
"06029003124","Census Tract 31.24, Kern County, California","ACSSF","ca","140","00","0004001",,,,,"06","029",,,"003124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029003124","Census Tract 31.24",,,,1686,17,18,79,50,109,20,33,22,0,164,152,564,204,73,122,59,1.01,1.07,4.69,2.97,6.47,1.19,1.96,1.3,0,9.73,9.02,33.45,12.1,4.33,7.24,3.5
"06029003125","Census Tract 31.25, Kern County, California","ACSSF","ca","140","00","0004002",,,,,"06","029",,,"003125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06029003125","Census Tract 31.25",,,,928,0,83,0,11,142,35,22,12,49,77,108,218,136,8,27,0,0,8.94,0,1.19,15.3,3.77,2.37,1.29,5.28,8.3,11.64,23.49,14.66,0.86,2.91,0
